Actual_RUL,Predicted_RUL
125.0,118.30555
125.0,118.27001
125.0,119.0439
125.0,119.7594
125.0,119.79104
125.0,120.10529
125.0,118.041
125.0,118.53388
125.0,117.5621
125.0,117.05293
125.0,117.52835
125.0,118.09788
125.0,119.26228
125.0,119.02372
125.0,119.059044
125.0,118.45963
125.0,118.34693
125.0,119.20456
125.0,117.85005
125.0,119.40241
125.0,118.66438
125.0,115.962395
125.0,115.90076
125.0,118.9798
125.0,119.04873
125.0,118.842125
125.0,119.5518
125.0,121.12886
125.0,121.10123
125.0,120.920074
125.0,121.243965
125.0,121.36413
125.0,119.12581
125.0,118.83265
125.0,117.64522
125.0,118.965256
125.0,118.15701
125.0,115.27538
125.0,115.08247
125.0,114.82711
125.0,117.043015
125.0,117.794945
125.0,118.083466
125.0,117.06209
125.0,116.14327
125.0,118.027374
125.0,116.98416
125.0,117.128654
125.0,117.275185
125.0,116.950935
125.0,117.51049
125.0,116.0658
125.0,115.9011
125.0,116.78512
125.0,117.72045
125.0,116.09723
125.0,117.19454
125.0,116.95435
125.0,116.83662
125.0,116.26675
125.0,118.07129
125.0,118.74843
125.0,119.00954
125.0,120.151665
125.0,118.01989
125.0,116.401596
125.0,118.02048
125.0,116.69169
125.0,117.50523
125.0,116.90476
125.0,115.78935
125.0,115.37319
125.0,117.09893
125.0,116.64426
125.0,116.38594
125.0,116.61127
125.0,117.41793
125.0,116.17993
125.0,115.952286
125.0,118.040985
125.0,115.09751
125.0,114.27972
125.0,113.49772
125.0,115.70689
125.0,115.615524
125.0,117.0484
125.0,115.751976
125.0,115.73671
125.0,117.0945
125.0,113.1011
125.0,114.46939
125.0,116.4545
125.0,115.539406
125.0,114.9157
125.0,115.18738
125.0,113.296585
125.0,113.99244
125.0,113.56597
125.0,109.91174
125.0,109.45109
125.0,110.556305
125.0,111.81478
125.0,112.20455
125.0,112.56202
125.0,113.65128
125.0,112.84692
125.0,112.878456
125.0,114.26119
125.0,114.81654
125.0,114.81549
125.0,112.339264
125.0,109.9834
125.0,111.138374
125.0,112.54941
125.0,108.294815
125.0,112.21135
125.0,113.28
125.0,110.81871
125.0,110.11966
125.0,108.65295
125.0,106.59969
125.0,109.55767
125.0,109.04825
124.0,111.40202
123.0,111.58329
122.0,110.8945
121.0,110.97067
120.0,110.50659
119.0,109.30662
118.0,107.0307
117.0,106.784134
116.0,104.349976
115.0,107.916275
114.0,104.650185
113.0,106.5882
112.0,107.9417
111.0,107.18849
110.0,103.04856
109.0,105.38265
108.0,108.8594
107.0,108.81132
106.0,106.53909
105.0,103.22997
104.0,102.46146
103.0,103.26123
102.0,98.47247
101.0,95.53808
100.0,94.86026
99.0,93.029236
98.0,91.07666
97.0,91.67632
96.0,94.18619
95.0,95.691505
94.0,95.95378
93.0,95.224205
92.0,90.60195
91.0,91.758835
90.0,88.36683
89.0,87.0162
88.0,87.06289
87.0,87.28995
86.0,83.880226
85.0,83.32573
84.0,75.39541
83.0,74.682106
82.0,73.820076
81.0,75.42461
80.0,74.48353
79.0,76.270905
78.0,75.656784
77.0,79.57209
76.0,79.47259
75.0,76.92058
74.0,78.17669
73.0,79.091965
72.0,80.34703
71.0,78.57482
70.0,75.90647
69.0,73.87566
68.0,69.251686
67.0,71.95251
66.0,75.98978
65.0,76.79215
64.0,77.869644
63.0,73.20822
62.0,73.27278
61.0,65.57995
60.0,65.17144
59.0,61.293713
58.0,55.768627
57.0,55.068787
56.0,51.990974
55.0,51.843513
54.0,46.737827
53.0,49.209267
52.0,44.68533
51.0,42.845917
50.0,44.578674
49.0,42.988983
48.0,43.983448
47.0,43.47872
46.0,44.56121
45.0,42.282078
125.0,112.2301
125.0,110.51383
125.0,110.32498
125.0,109.45166
125.0,108.78385
125.0,109.50111
125.0,114.26083
125.0,116.37436
125.0,119.72602
125.0,117.848816
125.0,119.48396
125.0,119.8551
125.0,119.21489
125.0,117.08122
125.0,116.590965
125.0,115.0921
125.0,113.87931
125.0,113.24453
125.0,112.01647
125.0,113.63386
125.0,112.89333
124.0,111.30319
123.0,112.4609
122.0,113.79953
121.0,113.7273
120.0,115.7579
119.0,113.15491
118.0,110.81408
117.0,107.79765
116.0,104.51683
115.0,104.35754
114.0,104.348915
113.0,105.81696
112.0,103.79166
111.0,102.837875
110.0,103.33526
109.0,103.44671
108.0,102.5002
107.0,101.79907
106.0,102.19595
105.0,103.79773
104.0,105.86315
103.0,107.014015
102.0,109.07531
101.0,109.246346
100.0,110.20346
99.0,112.26736
98.0,113.34555
97.0,111.474754
96.0,106.657295
95.0,101.68817
94.0,102.582535
93.0,99.523544
92.0,98.5312
91.0,102.35157
90.0,101.50392
89.0,102.28501
88.0,99.839584
87.0,99.38071
86.0,100.99345
85.0,104.14914
84.0,99.33312
83.0,103.07751
82.0,104.399055
81.0,104.59059
80.0,104.95946
79.0,102.448715
78.0,101.87968
77.0,100.79632
76.0,97.36966
75.0,95.4252
74.0,95.40308
73.0,95.082565
72.0,94.55301
71.0,91.729774
70.0,89.92219
69.0,87.402405
68.0,90.80046
67.0,89.346275
66.0,89.00311
65.0,87.958496
64.0,87.79828
63.0,86.17212
62.0,90.32616
61.0,91.6358
60.0,91.32368
59.0,90.8866
58.0,91.01611
57.0,88.279205
56.0,81.880226
55.0,77.85255
54.0,75.039474
53.0,78.380585
52.0,76.073105
125.0,115.54511
125.0,114.99955
125.0,117.78308
125.0,118.88593
125.0,117.886185
125.0,118.86156
125.0,120.91333
125.0,120.78837
125.0,120.32129
125.0,123.00565
125.0,123.56113
125.0,122.850075
125.0,122.079445
125.0,116.78127
125.0,119.02395
125.0,118.6444
125.0,117.42337
125.0,113.38084
125.0,111.43542
125.0,111.89638
125.0,112.11855
125.0,113.45887
125.0,114.43257
125.0,117.50544
125.0,115.750404
125.0,120.034874
125.0,122.20206
125.0,123.86531
125.0,126.09552
125.0,124.65079
125.0,124.74969
125.0,123.622826
125.0,123.12915
125.0,123.346924
125.0,120.80236
125.0,119.77108
125.0,118.755745
125.0,119.78473
125.0,118.89926
125.0,116.987045
125.0,116.952034
125.0,117.155495
125.0,116.062805
125.0,115.877945
125.0,115.300545
125.0,116.84976
125.0,116.188675
125.0,114.266754
125.0,112.5914
125.0,112.61244
125.0,114.91715
125.0,115.56445
125.0,113.719505
125.0,113.36509
125.0,113.50319
125.0,113.58522
125.0,111.676605
125.0,111.644775
125.0,109.81954
125.0,107.73599
125.0,110.30397
125.0,108.45747
125.0,107.52084
125.0,107.7329
125.0,104.2679
125.0,102.654884
125.0,101.222084
125.0,99.6817
125.0,101.30498
125.0,103.65268
125.0,104.53588
125.0,105.6858
125.0,106.28398
125.0,104.89028
125.0,104.97527
125.0,103.884575
125.0,109.03273
125.0,109.01015
125.0,105.85776
125.0,104.201904
125.0,99.851555
125.0,98.60309
125.0,99.0324
125.0,98.69191
125.0,97.60228
125.0,94.24777
125.0,96.93707
125.0,99.64496
125.0,102.70325
125.0,100.38314
125.0,100.809944
125.0,100.12058
125.0,100.292786
125.0,100.96091
125.0,100.20372
125.0,103.5462
125.0,103.88088
125.0,103.23958
125.0,105.717224
125.0,103.963585
125.0,100.634995
125.0,101.95276
125.0,102.89213
125.0,103.44435
125.0,104.10856
125.0,104.09439
125.0,103.730804
124.0,100.641075
123.0,91.963394
122.0,94.12433
121.0,98.018036
120.0,95.758156
119.0,99.17142
118.0,99.678856
117.0,94.92277
116.0,97.744484
115.0,98.53324
114.0,99.61638
113.0,101.04662
112.0,101.61673
111.0,104.131355
110.0,100.88461
109.0,98.7258
108.0,95.73115
107.0,94.95791
106.0,90.09247
105.0,83.58677
104.0,86.14847
103.0,91.63697
102.0,88.0974
101.0,85.3375
100.0,85.621735
99.0,85.463394
98.0,87.683784
97.0,90.17165
96.0,90.98748
95.0,91.07521
94.0,92.05119
93.0,86.2205
92.0,84.340454
91.0,79.79809
90.0,82.603714
89.0,82.83313
88.0,86.749
87.0,87.02192
86.0,86.45244
85.0,84.73829
84.0,83.5621
83.0,81.69835
82.0,71.260605
81.0,72.49112
80.0,71.61567
79.0,66.27113
78.0,63.68086
77.0,62.064888
76.0,60.89532
75.0,57.957127
74.0,56.337276
73.0,53.772957
72.0,51.419754
71.0,52.449516
70.0,53.041393
69.0,53.20501
68.0,53.518387
67.0,52.807297
66.0,54.60057
65.0,53.317154
64.0,53.864468
63.0,53.018967
62.0,53.453583
61.0,49.35548
60.0,44.288235
59.0,41.54444
58.0,42.080517
57.0,42.168888
56.0,39.69624
55.0,38.29416
54.0,38.87523
53.0,40.150208
52.0,39.508644
51.0,39.842426
50.0,38.00382
49.0,34.246967
48.0,33.305496
47.0,32.577995
46.0,30.51649
45.0,28.683687
44.0,27.7747
43.0,27.000742
42.0,24.540024
41.0,26.272572
40.0,24.919378
39.0,24.944801
38.0,23.563686
37.0,23.524607
36.0,21.90143
35.0,23.241034
34.0,21.908924
33.0,22.135857
32.0,23.093212
31.0,22.5234
30.0,22.063694
29.0,21.608389
28.0,20.222889
125.0,103.24197
125.0,104.32388
125.0,100.35518
125.0,102.2961
125.0,105.254654
125.0,103.81291
125.0,106.204956
125.0,100.76145
125.0,98.92343
125.0,94.65921
125.0,95.57513
125.0,91.836266
125.0,90.24789
125.0,95.88173
125.0,97.207924
125.0,99.232704
125.0,101.491684
125.0,97.790955
125.0,100.01404
125.0,99.94205
125.0,98.9883
125.0,103.876595
125.0,104.92859
125.0,102.499725
125.0,100.26142
125.0,95.401955
125.0,93.190445
125.0,92.62318
125.0,98.132996
125.0,96.01768
125.0,95.001274
125.0,96.81782
125.0,98.3146
125.0,100.66454
124.0,98.478806
123.0,98.2202
122.0,99.433426
121.0,101.2895
125.0,131.2844
125.0,130.3075
125.0,129.32265
125.0,129.30217
125.0,130.10028
125.0,129.11331
125.0,131.09964
125.0,132.11465
125.0,132.17938
125.0,132.78297
125.0,134.38321
125.0,133.99184
125.0,133.62889
125.0,131.79594
125.0,129.49414
125.0,129.02351
125.0,129.52383
125.0,128.9224
125.0,128.51382
125.0,128.87459
125.0,128.79088
125.0,130.27809
125.0,129.99469
125.0,131.61218
125.0,131.81592
125.0,132.17479
125.0,130.87431
125.0,130.95381
125.0,130.9967
125.0,130.60849
125.0,129.16565
125.0,129.1944
125.0,129.26286
125.0,128.72017
125.0,129.02005
125.0,130.01682
125.0,128.93524
125.0,128.98466
125.0,128.99849
125.0,128.90894
125.0,130.00357
125.0,128.90515
125.0,130.02292
125.0,130.77019
125.0,131.61159
125.0,130.75456
125.0,130.15816
125.0,130.25537
125.0,127.826035
125.0,128.32034
125.0,126.944336
125.0,125.33568
125.0,123.93859
125.0,124.71974
125.0,125.255745
125.0,126.48074
125.0,129.05792
125.0,129.91327
125.0,127.992165
125.0,127.36336
125.0,129.40875
125.0,130.24356
125.0,130.6505
125.0,127.60845
125.0,125.98199
125.0,128.00464
125.0,129.64711
125.0,129.78156
125.0,127.02839
125.0,125.6386
125.0,123.76654
125.0,123.31841
125.0,123.860344
125.0,124.083534
125.0,124.547386
125.0,125.58182
125.0,125.4297
125.0,124.247215
125.0,125.35749
125.0,126.9202
125.0,125.17895
125.0,123.31693
125.0,123.05963
125.0,123.31534
125.0,122.46603
124.0,122.8542
123.0,122.66735
122.0,121.33239
121.0,122.31396
120.0,123.3432
119.0,123.420105
118.0,123.87444
117.0,124.10857
116.0,123.78491
115.0,124.01667
114.0,124.80436
113.0,125.699104
112.0,125.54791
111.0,125.90025
110.0,124.181435
109.0,124.19915
108.0,124.15343
107.0,122.73021
106.0,121.35318
105.0,122.36102
104.0,124.09561
103.0,123.240486
102.0,123.09572
125.0,111.037315
125.0,110.78877
125.0,111.86217
125.0,108.39033
125.0,107.71607
125.0,107.38671
125.0,109.124596
125.0,108.73476
125.0,111.188416
124.0,113.613525
123.0,114.60622
122.0,113.52498
121.0,110.31639
120.0,112.14511
119.0,113.13898
118.0,111.8708
117.0,111.36044
116.0,109.953896
115.0,112.397354
114.0,111.7259
113.0,108.87487
112.0,105.377335
111.0,103.62108
110.0,102.58271
109.0,106.15025
108.0,106.47675
107.0,108.774925
106.0,111.183624
105.0,109.67048
104.0,111.75265
103.0,109.15269
102.0,107.95731
101.0,106.28809
100.0,103.77731
125.0,109.683395
125.0,109.69242
125.0,110.567444
125.0,106.18502
125.0,108.26686
125.0,106.764175
125.0,109.70457
125.0,109.82781
125.0,108.4148
125.0,109.8768
125.0,113.07607
125.0,113.12261
125.0,111.46082
125.0,111.70547
125.0,111.809845
125.0,106.340065
125.0,105.36494
125.0,107.55151
125.0,102.27967
125.0,101.234314
125.0,98.0636
125.0,103.628975
125.0,103.93071
125.0,104.078384
125.0,104.57169
125.0,104.97052
125.0,105.93319
125.0,102.21854
125.0,100.32991
125.0,99.840324
125.0,99.74635
125.0,97.60384
125.0,102.36143
125.0,100.62336
125.0,103.39373
125.0,102.69073
125.0,106.25735
125.0,105.864784
125.0,108.491
125.0,110.01803
125.0,108.277336
125.0,106.73243
125.0,107.508705
125.0,108.49431
125.0,109.20157
125.0,106.18049
125.0,110.90302
125.0,111.59247
125.0,108.081314
125.0,102.95327
125.0,103.31479
125.0,102.22084
125.0,102.99629
125.0,105.56769
125.0,105.576126
125.0,104.582664
125.0,107.1611
125.0,102.93421
125.0,103.11473
125.0,105.04003
125.0,99.08784
125.0,103.05566
125.0,100.83027
125.0,98.127914
125.0,103.682655
125.0,99.58245
125.0,101.08515
125.0,101.011024
125.0,100.38014
125.0,104.63971
125.0,105.1414
125.0,103.94005
125.0,106.082115
125.0,104.859276
125.0,101.46127
124.0,101.98055
123.0,102.692444
122.0,98.269554
121.0,99.42356
120.0,95.946594
119.0,95.47472
118.0,96.61412
117.0,94.36523
116.0,95.15023
115.0,95.03711
114.0,94.726906
113.0,96.244736
112.0,94.72262
111.0,95.788635
110.0,96.76968
109.0,95.82872
108.0,95.18285
107.0,97.26174
106.0,96.74762
105.0,93.28617
104.0,97.18718
103.0,96.95072
102.0,94.888405
101.0,90.53144
100.0,88.25992
99.0,84.61578
98.0,90.25225
97.0,92.18605
96.0,90.75346
95.0,91.704895
94.0,91.843254
93.0,94.95071
92.0,94.59827
91.0,93.637344
90.0,93.84531
89.0,92.92385
88.0,94.17404
87.0,90.311226
86.0,84.07013
85.0,80.44254
84.0,75.654854
83.0,77.48468
82.0,74.53232
81.0,77.50194
80.0,74.278534
79.0,75.4249
78.0,75.59272
77.0,74.91081
76.0,72.48643
75.0,71.47633
74.0,74.58739
73.0,65.64377
72.0,64.950165
