Actual_RUL,Predicted_RUL
125.0,115.462845
125.0,112.257355
125.0,114.629906
125.0,116.94323
125.0,117.3945
125.0,124.6857
125.0,124.97117
125.0,126.551926
125.0,123.7635
125.0,122.19915
125.0,122.2374
125.0,121.17227
125.0,123.983345
125.0,122.58003
125.0,122.660355
125.0,122.81276
125.0,120.66801
125.0,116.832695
125.0,119.83857
125.0,121.47624
125.0,122.54952
125.0,122.419266
125.0,125.67608
125.0,123.39873
125.0,121.2436
125.0,118.97391
125.0,119.14989
125.0,121.05067
125.0,121.25079
125.0,122.52795
125.0,122.12259
125.0,118.16553
125.0,114.42865
125.0,116.36337
125.0,115.72025
125.0,118.17619
125.0,119.85089
125.0,119.37475
125.0,116.02254
125.0,117.08171
125.0,118.01362
125.0,118.36464
125.0,116.872795
125.0,118.975555
125.0,120.66689
125.0,119.5667
125.0,115.47954
125.0,114.34295
125.0,115.074905
125.0,119.42095
125.0,121.804085
125.0,121.63153
125.0,122.5213
125.0,122.65285
125.0,120.36483
125.0,120.436005
125.0,119.80868
125.0,119.18802
125.0,116.34531
125.0,113.78396
125.0,116.62976
125.0,113.61228
125.0,113.67144
125.0,113.55006
125.0,113.38745
125.0,112.30731
125.0,112.68093
125.0,103.08146
125.0,105.12696
125.0,111.361206
125.0,110.30015
125.0,111.29077
125.0,110.27364
125.0,112.80317
125.0,116.63799
125.0,115.658745
125.0,112.653015
125.0,112.893105
125.0,114.29644
125.0,117.32007
125.0,119.1811
125.0,119.55988
125.0,119.07544
125.0,118.385155
125.0,119.15898
125.0,119.412605
125.0,119.969925
125.0,119.78853
125.0,119.488556
125.0,120.32036
125.0,121.88459
125.0,122.06351
125.0,119.417076
125.0,116.71107
125.0,114.071
125.0,115.989876
125.0,109.83499
125.0,107.771675
125.0,114.568855
125.0,111.58999
125.0,115.32418
125.0,117.39973
125.0,116.1373
125.0,112.94852
125.0,114.96674
125.0,116.51312
125.0,117.129166
125.0,114.0816
125.0,111.813225
125.0,109.55253
125.0,109.98955
125.0,110.16285
125.0,108.336296
125.0,101.54327
125.0,98.47776
125.0,98.09001
125.0,99.6617
125.0,98.83714
125.0,101.650925
125.0,104.33515
125.0,104.773026
125.0,107.470566
124.0,99.6982
123.0,105.161194
122.0,96.43002
121.0,103.65366
120.0,105.028336
119.0,102.16956
118.0,102.77777
117.0,101.53382
116.0,94.45784
115.0,95.78409
114.0,91.70624
113.0,87.13218
112.0,80.729004
111.0,85.747055
110.0,85.56085
109.0,76.68669
108.0,85.07995
107.0,89.247505
106.0,94.2331
105.0,97.21536
104.0,103.15682
103.0,106.0713
102.0,102.96577
101.0,106.45502
100.0,106.921974
99.0,107.00286
98.0,106.34054
97.0,106.851524
96.0,109.64587
95.0,110.13426
94.0,108.05673
93.0,109.07284
92.0,109.19798
91.0,110.95082
90.0,111.810745
89.0,112.51078
88.0,112.33712
87.0,112.941185
86.0,104.75313
85.0,98.3856
84.0,98.16625
83.0,98.819626
82.0,92.575676
81.0,86.28202
80.0,80.77299
79.0,67.595245
78.0,70.608734
77.0,64.77434
76.0,61.954803
75.0,52.56088
74.0,56.75906
73.0,56.994812
72.0,61.377308
71.0,51.44905
70.0,51.12008
69.0,47.91531
68.0,44.534267
67.0,45.290054
66.0,49.82201
65.0,50.3817
64.0,48.83516
63.0,47.971966
62.0,50.021744
61.0,50.054684
60.0,49.72229
