Actual_RUL,Predicted_RUL
113.0,104.94021
117.0,114.75905
116.0,111.34892
115.0,105.87396
114.0,111.20755
113.0,118.12674
112.0,121.14303
111.0,123.10767
110.0,124.63655
109.0,123.87245
108.0,118.55723
107.0,115.37228
106.0,120.09513
105.0,118.09107
104.0,113.80325
103.0,111.37743
102.0,116.735794
101.0,116.625656
100.0,123.7629
99.0,122.82548
125.0,88.64521
125.0,86.29852
125.0,90.92829
125.0,83.99941
125.0,76.159325
125.0,76.82955
125.0,81.587746
125.0,86.730835
125.0,91.18608
125.0,92.03667
125.0,93.48807
125.0,97.6369
125.0,98.69721
125.0,101.49465
125.0,103.29062
125.0,101.094124
125.0,109.05971
125.0,109.666336
125.0,113.3787
125.0,115.701866
125.0,114.342995
125.0,116.602646
125.0,119.612434
125.0,118.08508
125.0,121.2973
125.0,118.88202
125.0,121.1754
125.0,118.94043
125.0,115.96516
125.0,118.01666
125.0,115.91047
125.0,117.219406
125.0,123.534
125.0,116.83688
125.0,116.52921
125.0,115.581184
125.0,117.51566
125.0,124.10944
125.0,124.17527
125.0,122.85121
125.0,124.050735
124.0,127.68662
123.0,126.1554
122.0,125.19641
121.0,125.20817
120.0,120.424706
119.0,120.76187
118.0,116.00253
117.0,118.9331
116.0,118.907455
115.0,119.04336
114.0,121.85915
113.0,128.42084
112.0,125.12767
111.0,121.943855
110.0,121.22961
109.0,122.91191
108.0,111.881645
107.0,106.57215
106.0,105.619545
105.0,103.54518
104.0,110.00997
103.0,113.51772
102.0,108.13351
101.0,110.030975
100.0,102.9888
99.0,102.68947
98.0,106.55442
97.0,106.67729
96.0,107.19873
95.0,109.77681
94.0,114.722145
93.0,108.80565
92.0,107.0059
91.0,102.54511
90.0,99.32141
89.0,100.91635
88.0,102.66721
87.0,104.569405
86.0,103.86889
85.0,109.095055
84.0,107.45537
83.0,105.835464
82.0,101.33456
81.0,93.12777
80.0,92.974525
79.0,91.51196
78.0,85.01419
77.0,83.35788
76.0,80.17947
75.0,69.84165
74.0,68.73623
73.0,63.598343
72.0,57.994095
71.0,54.738144
70.0,48.106445
125.0,125.382706
125.0,128.26639
125.0,124.013695
125.0,127.873375
125.0,126.01901
125.0,123.47524
125.0,127.16456
125.0,126.14335
125.0,124.382195
125.0,126.12088
125.0,127.68575
125.0,126.974
125.0,128.3865
125.0,125.384
125.0,122.78791
125.0,120.70437
125.0,113.46842
125.0,106.16717
125.0,111.36792
125.0,113.47911
125.0,109.97258
125.0,107.03874
125.0,114.10338
125.0,110.14027
125.0,115.04764
125.0,116.48106
125.0,115.99478
125.0,116.93989
125.0,116.42131
125.0,113.19269
125.0,112.6274
125.0,118.67733
125.0,115.3789
125.0,115.9907
124.0,119.043274
123.0,111.14931
122.0,114.55004
121.0,117.838776
120.0,119.41904
119.0,118.82928
118.0,114.75852
117.0,116.33989
116.0,114.57892
115.0,109.29339
114.0,103.26715
113.0,99.19761
112.0,89.93241
111.0,90.05064
110.0,93.27301
109.0,93.100845
108.0,91.378204
107.0,92.65014
106.0,95.1416
105.0,98.32417
104.0,105.06338
103.0,102.449295
102.0,103.73483
101.0,105.44029
100.0,108.97614
99.0,111.50022
98.0,113.06408
97.0,117.63207
96.0,122.860825
95.0,123.022514
94.0,125.19899
93.0,122.035965
92.0,123.84394
91.0,124.05273
90.0,121.58879
89.0,118.62751
88.0,116.53091
87.0,111.816185
86.0,112.119255
85.0,105.5907
84.0,100.88822
83.0,93.48701
125.0,126.15684
125.0,132.75845
125.0,135.5117
125.0,133.73315
125.0,136.44003
125.0,136.74406
125.0,134.96313
125.0,126.441956
125.0,123.45802
125.0,120.84429
125.0,107.89937
125.0,105.60375
125.0,100.90293
125.0,101.75081
125.0,94.37779
125.0,96.31657
125.0,99.94976
125.0,100.83389
125.0,100.07554
125.0,99.197044
125.0,100.9604
125.0,102.4643
125.0,105.30445
125.0,104.50543
125.0,111.08309
125.0,105.56184
125.0,108.82947
125.0,115.90174
125.0,113.91349
125.0,113.35054
125.0,113.68168
125.0,117.639595
125.0,115.66304
125.0,115.088844
125.0,114.88216
124.0,118.36177
123.0,120.18528
122.0,117.66038
121.0,115.406334
120.0,113.39623
119.0,110.00829
118.0,101.46211
117.0,97.47011
116.0,103.58998
115.0,91.06633
114.0,93.81463
113.0,93.40536
112.0,95.04634
111.0,97.92788
110.0,96.77369
109.0,103.70513
108.0,103.49317
107.0,106.132
106.0,107.57756
105.0,109.26646
104.0,103.681076
103.0,112.08028
102.0,108.2617
101.0,106.40573
100.0,105.47818
99.0,105.542336
98.0,105.94237
97.0,104.33142
96.0,101.45773
95.0,99.5486
94.0,102.0328
93.0,101.9492
92.0,102.810265
125.0,124.407005
125.0,124.19504
125.0,117.774956
125.0,115.66405
125.0,120.60786
125.0,122.90658
125.0,124.24256
125.0,126.92927
125.0,131.65567
125.0,137.10677
125.0,136.59358
125.0,138.10876
125.0,134.60971
125.0,133.17297
125.0,123.853966
125.0,114.8126
125.0,117.72124
125.0,120.28211
125.0,126.19926
125.0,129.11414
125.0,127.830925
125.0,128.5891
125.0,128.54028
125.0,131.44223
125.0,133.65414
125.0,127.445625
125.0,130.06252
